created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-01-18T23:35:38Z,1615855465854034e3,1615855465854033920,@Elsa_Guerra_R @ACampanaRemache Riquísimo el pastel! Muy agradecido y contento con el detalle!,@Elsa_Guerra_R @ACampanaRemache Riquísimo el pastel! Muy agradecido y contento con el detalle!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1615835641354363e3,1615835641354362881,3341399674,3341399674,Elsa_Guerra_R,,,,NA,FALSE,1,8,FALSE,NA,FALSE,NA,es,NA,NA,94,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-18T23:34:50Z,1615855263906504700,1615855263906504704,Gracias amigos! https://t.co/Vy3QCM0veX,Gracias amigos! https://t.co/Vy3QCM0veX,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,2,24,FALSE,NA,FALSE,NA,es,FALSE,NA,15,NA,,1615835641354363e3,1615835641354362881,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-18T23:32:20Z,1615854633133670400,1615854633133670400,Gracias @Elsa_Guerra_R y @ACampanaRemache https://t.co/zDWiubcPiY,Gracias @Elsa_Guerra_R y @ACampanaRemache https://t.co/zDWiubcPiY,FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1,9,FALSE,NA,FALSE,NA,es,FALSE,NA,41,NA,,1615835641354363e3,1615835641354362881,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-18T23:31:20Z,1615854381378699300,1615854381378699264,"Quito es una ciudad cada vez mas violenta. Robos, asesinatos, extorsión, son los titulares diarios. Hay que actuar con MANO DURA contra los delincuentes.  ¡La seguridad es nuestra prioridad! Estamos en un punto de no retorno, se nos acaba el tiempo.
#QuitoSinMiedo","Quito es una ciudad cada vez mas violenta. Robos, asesinatos, extorsión, son los titulares diarios. Hay que actuar con MANO DURA contra los delincuentes.  ¡La seguridad es nuestra prioridad! Estamos en un punto de no retorno, se nos acaba el tiempo.
#QuitoSinMiedo",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,35,245,FALSE,NA,FALSE,NA,es,NA,NA,264,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-16T04:22:10Z,1614840407774433300,1614840407774433280,"Aclaración sobre la reunión que habló @LoroHomero . En esa misma reunión hace muchos meses atrás, juró que no se lanzaria nuevamente a la alcaldía de Quito. https://t.co/kd2ETLYMpH","Aclaración sobre la reunión que habló @LoroHomero . En esa misma reunión hace muchos meses atrás, juró que no se lanzaria nuevamente a la alcaldía de Quito. https://t.co/kd2ETLYMpH",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,100,473,FALSE,NA,FALSE,NA,es,FALSE,NA,156,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-16T03:23:11Z,1614825566863069200,1614825566863069185,"Nosotros vamos a construir un #QuitoSinMiedo 
#VotaTodo1723 https://t.co/tHhdIjfG5G","Nosotros vamos a construir un #QuitoSinMiedo 
#VotaTodo1723 https://t.co/tHhdIjfG5G",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,33,196,FALSE,NA,FALSE,NA,es,FALSE,NA,59,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-16T02:29:28Z,1614812045802602500,1614812045802602498,"Hablemos sobre nuestro plan de seguridad, inspirado en el trabajo de @nayibbukele en El Salvador.
#QuitoSinMiedo https://t.co/xMHzSK94ew","Hablemos sobre nuestro plan de seguridad, inspirado en el trabajo de @nayibbukele en El Salvador.
#QuitoSinMiedo https://t.co/xMHzSK94ew",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,44,189,FALSE,NA,FALSE,NA,es,FALSE,NA,112,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-16T02:04:22Z,1614805729143038e3,1614805729143037952,"Queremos una ciudad, fácil, segura y puntual.  #QuitoSinMiedo https://t.co/8Z1DB3sScM","Queremos una ciudad, fácil, segura y puntual.  #QuitoSinMiedo https://t.co/8Z1DB3sScM",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,74,298,FALSE,NA,FALSE,NA,es,FALSE,NA,61,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-16T01:36:20Z,1614798677452750800,1614798677452750852,"Dentro de pocos minutos estaremos en el debate del CNE. 
Vamos por un #QuitoSinMiedo
Puedes verlo en: 
https://t.co/rPm2xcDIAx","Dentro de pocos minutos estaremos en el debate del CNE. 
Vamos por un #QuitoSinMiedo
Puedes verlo en: 
https://t.co/rPm2xcDIAx",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,12,92,FALSE,NA,FALSE,NA,es,FALSE,NA,126,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-15T18:08:29Z,161468597012045e4,1614685970120450050,"Hoy estaré en el debate oficial del @cnegobec a las 8:30 PM. Pero si desean ir revisando mis propuestas desde este momento, pueden verlas en https://t.co/H3Ae6PHH0a 
#QuitoSinMiedo 
#VotaTodo1723 https://t.co/lw8IdR28n3","Hoy estaré en el debate oficial del @cnegobec a las 8:30 PM. Pero si desean ir revisando mis propuestas desde este momento, pueden verlas en https://t.co/H3Ae6PHH0a 
#QuitoSinMiedo 
#VotaTodo1723 https://t.co/lw8IdR28n3",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,41,253,FALSE,NA,FALSE,NA,es,FALSE,NA,195,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-15T01:39:58Z,1614437200598286300,1614437200598286337,"San Salvador pasó de ser una de las ciudades más peligrosas del mundo, a una de las más seguras. Por eso vine a conversar con @marioduran alcalde de esta ciudad y miembros del gobierno de @nayibbukele para ver el proceso para construir un #QuitoSinMiedo https://t.co/c7TObb8Qhk","San Salvador pasó de ser una de las ciudades más peligrosas del mundo, a una de las más seguras. Por eso vine a conversar con @marioduran alcalde de esta ciudad y miembros del gobierno de @nayibbukele para ver el proceso para construir un #QuitoSinMiedo https://t.co/c7TObb8Qhk",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,105,544,FALSE,NA,FALSE,NA,es,FALSE,NA,253,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-14T02:55:38Z,1614093856911364e3,1614093856911364097,"Desde el inicio de la campaña he recibido amenazas, ahora buscan a mi equipo en sus casas para intimidarlos. ¿Es la manera de hacer campaña? ¿Tanto miedo nos tienen? ¡BASTA! La política no es esto. Ahora más que nunca sabemos que estamos en el camino correcto. #SinMiedoALasMafias https://t.co/Rhmq1qbEQH","Desde el inicio de la campaña he recibido amenazas, ahora buscan a mi equipo en sus casas para intimidarlos. ¿Es la manera de hacer campaña? ¿Tanto miedo nos tienen? ¡BASTA! La política no es esto. Ahora más que nunca sabemos que estamos en el camino correcto. #SinMiedoALasMafias https://t.co/Rhmq1qbEQH",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,77,473,FALSE,NA,FALSE,NA,es,FALSE,NA,280,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-14T02:55:06Z,1614093723058446300,1614093723058446337,@lexterhannival @marioduran @nayibbukele @MetrodeQuito https://t.co/H3Ae6PHH0a,@lexterhannival @marioduran @nayibbukele @MetrodeQuito https://t.co/H3Ae6PHH0a,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6140565957338399e+18,1614056595733839873,288418610,288418610,lexterhannival,,,,NA,FALSE,0,5,FALSE,NA,FALSE,NA,qme,FALSE,NA,78,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-13T15:40:12Z,1613923878488903700,1613923878488903681,"¡Buenas noticias! Construimos una alianza estratégica que se dará entre municipalidades con el alcalde de San Salvador, @marioduran y miembros del Gabinete de Seguridad Ampliado del presidente @nayibbukele. 

Con tu apoyo lo haremos posible 
#QuitoSinMiedo https://t.co/RV01EmpNQR","¡Buenas noticias! Construimos una alianza estratégica que se dará entre municipalidades con el alcalde de San Salvador, @marioduran y miembros del Gabinete de Seguridad Ampliado del presidente @nayibbukele. 

Con tu apoyo lo haremos posible 
#QuitoSinMiedo https://t.co/RV01EmpNQR",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,147,627,FALSE,NA,FALSE,NA,es,FALSE,NA,256,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-08T17:05:55Z,1612133509581226e3,1612133509581225984,"Esto es lo que queremos para Quito, Agentes Metropolitanos que llevan con orgullo su uniforme y que por su buen trabajo se ganan la confianza de los habitantes de Quito. Proponemos una institución donde puedan profesionalizarse y hacer carrera. 
#QuitoSinMiedo https://t.co/gh1eM4HBQB","Esto es lo que queremos para Quito, Agentes Metropolitanos que llevan con orgullo su uniforme y que por su buen trabajo se ganan la confianza de los habitantes de Quito. Proponemos una institución donde puedan profesionalizarse y hacer carrera. 
#QuitoSinMiedo https://t.co/gh1eM4HBQB",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,13,70,FALSE,NA,FALSE,NA,es,FALSE,NA,260,NA,,1611743019824193500,1611743019824193536,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-08T12:23:44Z,1612062495526510600,1612062495526510592,@SandraHidalgoEC Así se construye un Quito Sin Miedo!,@SandraHidalgoEC Así se construye un Quito Sin Miedo!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1611940960371359700,1611940960371359746,1099041384,1099041384,SandraHidalgoEC,,,,NA,FALSE,0,3,FALSE,NA,FALSE,NA,es,NA,NA,53,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-08T11:45:18Z,1612052823532789800,1612052823532789760,Acaba de publicar una foto https://t.co/HZNlY91b6d,Acaba de publicar una foto https://t.co/HZNlY91b6d,FALSE,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,14,FALSE,NA,FALSE,NA,es,FALSE,NA,50,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-08T03:52:02Z,1611933724119126e3,1611933724119126017,"@EstebanOrtizMD @ambientequito Muchas veces pasamos junto a seres maravillosos y no reparamos en ponerles atención. Pecado de los seres citadinos. Creo que lo he visto pero iré por allí para hacer en primera persona, las reflexiones planteadas en este hilo.","@EstebanOrtizMD @ambientequito Muchas veces pasamos junto a seres maravillosos y no reparamos en ponerles atención. Pecado de los seres citadinos. Creo que lo he visto pero iré por allí para hacer en primera persona, las reflexiones planteadas en este hilo.",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1611901724926644200,1611901724926644226,210077250,210077250,EstebanOrtizMD,,,,NA,FALSE,1,12,FALSE,NA,FALSE,NA,es,NA,NA,257,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-07T04:22:07Z,1611578905122541600,1611578905122541568,Allí estaremos! https://t.co/coFC6Rrb0L,Allí estaremos! https://t.co/coFC6Rrb0L,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,2,27,FALSE,NA,FALSE,NA,es,FALSE,NA,15,NA,,1611547607259545600,1611547607259545602,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-07T01:20:44Z,1611533258847621e3,1611533258847621120,@andreselmonol @JessyJaramilloY https://t.co/JOIe6qTEIn,@andreselmonol @JessyJaramilloY https://t.co/JOIe6qTEIn,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1611454130169729e3,1611454130169729024,1143216710419439600,1143216710419439616,andreselmonol,,,,NA,FALSE,0,0,FALSE,NA,FALSE,NA,qme,FALSE,NA,31,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-07T01:20:02Z,1611533083089461200,1611533083089461248,https://t.co/cQxGNR7e4q https://t.co/LCeIGLVplE,https://t.co/cQxGNR7e4q https://t.co/LCeIGLVplE,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,3,18,FALSE,NA,FALSE,NA,zxx,FALSE,NA,23,NA,,1611494943536853e3,1611494943536852992,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-06T20:51:16Z,1611465447483777e3,1611465447483777046,"Encantado, @andreselmonol será un honor participar con @JessyJaramilloY. Gracias por la oportunidad. Siempre dispuesto a debatir ideas. https://t.co/OwBK8lzAIB","Encantado, @andreselmonol será un honor participar con @JessyJaramilloY. Gracias por la oportunidad. Siempre dispuesto a debatir ideas. https://t.co/OwBK8lzAIB",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,4,49,FALSE,NA,FALSE,NA,es,FALSE,NA,135,NA,,1611454130169729e3,1611454130169729024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-06T19:43:26Z,1611448373118406700,1611448373118406657,Querida @crislopezgdlt es un gusto saber que serás concejal de nuestra ciudad. Es un honor recorrer este camino hacia un #QuitoSinMiedo junto a ti. https://t.co/FWpuV04lI0,Querida @crislopezgdlt es un gusto saber que serás concejal de nuestra ciudad. Es un honor recorrer este camino hacia un #QuitoSinMiedo junto a ti. https://t.co/FWpuV04lI0,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,4,19,FALSE,NA,FALSE,NA,es,FALSE,NA,147,NA,,1611357401264832500,1611357401264832515,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-05T20:59:10Z,1611105045340196900,1611105045340196866,"Preocupados les veo porque vamos a ganar. Ya sabemos a quien responde Geinko; y que bueno que nos sigan. La foto está medio movida, parece tomada por algún chumadito 😂. Habrán notado que estábamos en entrevista con @LaDataEc https://t.co/yWdi6aZehw","Preocupados les veo porque vamos a ganar. Ya sabemos a quien responde Geinko; y que bueno que nos sigan. La foto está medio movida, parece tomada por algún chumadito 😂. Habrán notado que estábamos en entrevista con @LaDataEc https://t.co/yWdi6aZehw",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,17,98,FALSE,NA,FALSE,NA,es,FALSE,NA,224,NA,,1611100046770032600,1611100046770032653,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-05T17:45:50Z,1611056390306504700,1611056390306504706,"La prensa libre es el imprescindible, aunque, a veces, incómodo contrapeso del poder. Los políticos y funcionarios que la atacan, no respetan su valor democrático esencial, en la construcción de la libertad. #DíaDelPeriodista","La prensa libre es el imprescindible, aunque, a veces, incómodo contrapeso del poder. Los políticos y funcionarios que la atacan, no respetan su valor democrático esencial, en la construcción de la libertad. #DíaDelPeriodista",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,68,FALSE,NA,FALSE,NA,es,NA,NA,225,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-04T21:37:35Z,1610752325076787200,1610752325076787200,"@ediyanez Por un lado, todo lo que en derecho se hace de una manera… Y por otro lado @santiguarderas : el Undécimo mandamiento… No dar papaya. https://t.co/LrizpS20rG","@ediyanez Por un lado, todo lo que en derecho se hace de una manera… Y por otro lado @santiguarderas : el Undécimo mandamiento… No dar papaya. https://t.co/LrizpS20rG",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,140057184,140057184,ediyanez,,,,NA,TRUE,0,3,FALSE,NA,FALSE,NA,es,FALSE,NA,142,NA,,1610741646731391e3,1610741646731390976,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-04T00:58:16Z,1610440440909545500,1610440440909545472,Mañana en 97.7 fm con @visionariasec https://t.co/TF9AarYu5J,Mañana en 97.7 fm con @visionariasec https://t.co/TF9AarYu5J,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,32,FALSE,NA,FALSE,NA,es,FALSE,NA,36,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-03T19:53:05Z,1610363641811062800,1610363641811062785,@aleksing1 https://t.co/pnjr4B2jIB,@aleksing1 https://t.co/pnjr4B2jIB,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1610363522805817300,1610363522805817347,311107430,311107430,pjfreile,,,,NA,FALSE,2,2,FALSE,NA,FALSE,NA,qme,FALSE,NA,10,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-03T19:52:37Z,1610363522805817300,1610363522805817347,@aleksing1 Más abajo la respuesta 👇,@aleksing1 Más abajo la respuesta 👇,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1610219111228792800,1610219111228792832,1961184518,1961184518,aleksing1,,,,NA,FALSE,0,0,FALSE,NA,FALSE,NA,es,NA,NA,35,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-03T02:42:38Z,1610104318748754e3,1610104318748753923,@capelo_michael @democraciaec @RadioUnica945FM Desde luego,@capelo_michael @democraciaec @RadioUnica945FM Desde luego,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1610083958300999700,1610083958300999680,1536515608333930500,1536515608333930496,capelo_michael,,,,NA,FALSE,0,0,FALSE,NA,FALSE,NA,es,NA,NA,58,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-03T01:13:46Z,1610081953679642600,1610081953679642624,"Al iniciar esta campaña 2023; auguro suerte a mis contendores. Pido a los CANDIDATOS que SIN MIEDO den prioridad a los DEBATES. ¡No hay excusas para evadir el debate! Todos los votantes necesitan contrastar nuestras propuestas. ¡Que la gente decida, bien informada! https://t.co/kce56qRtwB","Al iniciar esta campaña 2023; auguro suerte a mis contendores. Pido a los CANDIDATOS que SIN MIEDO den prioridad a los DEBATES. ¡No hay excusas para evadir el debate! Todos los votantes necesitan contrastar nuestras propuestas. ¡Que la gente decida, bien informada! https://t.co/kce56qRtwB",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,101,481,FALSE,NA,FALSE,NA,es,FALSE,NA,265,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
